search_id,user_id,search_query,search_date,results_returned,device_type,search_duration_seconds,had_typo,used_filters,location_country,clicked
search_022229,user_00867,comedy shows,2025-02-01,45,Mobile,17.5,False,False,USA,0
search_022230,user_08758,classic movies,2024-12-10,45,Tablet,15.5,False,False,Canada,1
search_022232,user_06637,trending now,2024-09-17,19,Mobile,42.7,True,False,USA,1
search_022234,user_00695,romantic comedies,2024-08-01,46,Smart TV,1.6,False,False,USA,0
search_022235,user_04427,trending now,2025-08-27,45,Mobile,30.0,True,False,USA,0
search_022239,user_01288,halloween movies,2024-03-14,7,Mobile,24.7,False,False,Canada,0
search_022240,user_05836,family movies,2025-04-29,76,Tablet,114.0,False,False,USA,1
search_022241,user_01733,war movies,2025-11-13,11,Laptop,17.3,False,False,USA,0
search_022242,user_03779,war movies,2024-01-12,91,Tablet,23.4,False,True,USA,1
search_022245,user_00001,action movies,2024-12-29,50,Laptop,27.5,False,False,USA,1
search_022246,user_03141,thriller series,2025-01-07,69,Laptop,2.2,True,True,USA,0
search_022248,user_00116,action movies,2024-04-02,69,Tablet,5.0,False,False,Canada,1
search_022250,user_02754,classic movies,2024-05-05,93,Tablet,23.4,False,True,USA,0
search_022251,user_07993,horror movies,2024-09-18,91,Laptop,25.0,True,False,USA,0
search_022252,user_06549,travel documentaries,2025-01-23,17,Tablet,30.1,False,False,Canada,0
search_022253,user_08312,christmas movies,2024-12-01,19,Mobile,4.7,True,False,USA,1
search_022254,user_03788,travel documentaries,2025-08-01,66,Mobile,53.6,False,False,Canada,1
search_022256,user_03767,award winning documentaries,2025-02-26,20,Tablet,22.0,True,False,USA,0
search_022258,user_00526,award winning documentaries,2024-10-27,16,Smart TV,13.9,False,False,USA,1
search_022259,user_07868,family movies,2025-11-17,63,Smart TV,25.1,True,False,USA,0
search_022260,user_07132,sci-fi,2024-12-24,60,Tablet,33.6,True,True,USA,0
search_022263,user_00436,short episodes under 30 minutes,2024-01-25,50,Smart TV,7.0,False,False,USA,0
search_022264,user_07092,sci-fi,2025-10-24,46,Laptop,16.8,False,False,USA,0
search_022265,user_06655,travel documentaries,2025-10-14,28,Tablet,21.6,False,False,Canada,0
search_022266,user_05936,trending now,2025-04-29,88,Mobile,29.2,False,False,Canada,0
search_022267,user_03965,cooking shows,2025-04-21,99,Tablet,48.2,False,False,Canada,0
search_022268,user_03529,classic movies,2024-08-16,98,Mobile,41.7,True,False,USA,1
search_022269,user_07570,family movies,2024-05-18,50,Tablet,76.8,False,False,USA,1
search_022270,user_02449,trending now,2024-02-08,40,Laptop,17.8,False,False,USA,0
search_022271,user_00210,war movies,2025-11-19,0,Smart TV,3.5,True,True,USA,0
search_022273,user_03870,romantic comedies,2025-11-26,83,Mobile,28.3,False,False,USA,0
search_022274,user_09102,documentaries,2025-11-02,42,Mobile,22.1,False,False,USA,1
search_022276,user_09735,halloween movies,2024-06-14,85,Laptop,9.4,False,False,USA,0
search_022278,user_02227,travel documentaries,2025-12-19,32,Mobile,13.2,False,False,USA,0
search_022282,user_04230,action movies,2025-06-13,5,Laptop,14.7,False,True,USA,0
search_022286,user_04622,action movies,2025-03-01,1,Smart TV,11.7,False,True,USA,1
search_022287,user_07315,romantic comedies,2024-11-25,78,Mobile,18.0,False,False,USA,1
search_022288,user_02108,movies like stranger things,2024-05-31,61,Laptop,1.2,False,False,USA,1
search_022291,user_08317,cooking shows,2025-04-25,20,Smart TV,7.4,False,False,USA,1
search_022292,user_03933,sci-fi,2024-11-16,69,Smart TV,50.7,False,False,USA,1
search_022294,user_05093,action movies,2025-05-05,2,Laptop,22.4,False,False,Canada,0
search_022296,user_04096,korean drama,2025-06-17,70,Tablet,11.8,True,False,USA,1
search_022298,user_06549,thriller series,2024-11-28,70,Mobile,9.2,True,False,USA,0
search_022299,user_01766,superhero movies,2024-03-14,94,Laptop,28.1,False,False,USA,0
search_022300,user_06084,war movies,2025-06-16,32,Tablet,8.5,False,False,USA,0
search_022301,user_03634,horror movies,2025-05-05,69,Smart TV,17.3,False,False,Canada,0
search_022302,user_08755,action movies,2024-10-27,3,Laptop,16.8,False,True,Canada,0
search_022303,user_01343,thriller series,2025-07-27,42,Mobile,15.7,False,False,USA,0
search_022306,user_04057,documentaries,2024-04-04,0,Laptop,48.6,False,False,USA,0
search_022307,user_02758,war movies,2024-09-28,3,Tablet,9.2,False,True,USA,0
search_022308,user_02733,superhero movies,2025-01-16,41,Tablet,4.4,False,False,USA,0
search_022309,user_02061,cooking shows,2025-03-12,49,Tablet,51.5,True,False,Canada,0
search_022310,user_00280,documentaries,2024-08-14,83,Laptop,2.2,False,False,USA,0
search_022311,user_02825,comedy shows,2024-02-01,51,Mobile,13.9,False,False,USA,0
search_022312,user_09431,drama series,2024-09-21,14,Mobile,13.5,False,False,USA,0
search_022318,user_07770,movies based on true stories,2025-12-08,97,Smart TV,36.3,False,False,USA,0
search_022319,user_05090,best movies 2024,2025-12-05,78,Tablet,19.6,False,False,USA,0
search_022320,user_02205,thriller series,2025-05-25,26,Smart TV,45.8,False,False,Canada,1
search_022321,user_03821,war movies,2024-04-15,31,Tablet,0.5,False,False,USA,0
search_022322,user_06907,true crime,2025-01-29,66,Smart TV,8.3,True,True,Canada,1
search_022323,user_09530,halloween movies,2025-05-14,60,Tablet,16.8,False,False,Canada,0
search_022324,user_04043,superhero movies,2024-05-17,67,Tablet,16.8,False,False,USA,1
search_022326,user_03162,romantic comedies,2025-12-02,17,Smart TV,4.5,False,True,Canada,1
search_022328,user_03554,war movies,2025-12-10,34,Laptop,13.7,False,False,USA,0
search_022329,user_06636,christmas movies,2025-06-20,90,Mobile,16.8,False,False,USA,0
search_022330,user_02719,korean drama,2024-05-26,37,Mobile,36.6,False,True,USA,0
search_022331,user_09635,romantic comedies,2025-04-14,17,Laptop,46.6,False,False,Canada,1
search_022332,user_08413,cooking shows,2024-10-22,66,Laptop,33.9,False,False,Canada,0
search_022333,user_06791,trending now,2025-09-11,51,Mobile,16.7,True,False,Canada,1
search_022334,user_04020,thriller series,2025-02-27,99,Mobile,20.0,False,False,USA,1
search_022335,user_04472,movies based on true stories,2025-06-03,6,Smart TV,8.2,False,False,USA,1
search_022336,user_01476,christmas movies,2024-07-15,99,Mobile,6.7,True,False,USA,1
search_022337,user_06465,true crime,2025-10-04,8,Laptop,25.2,False,False,USA,1
search_022338,user_03424,horror movies,2025-11-26,27,Mobile,5.7,False,False,Canada,0
search_022339,user_01235,korean drama,2025-03-01,22,Smart TV,5.9,False,True,USA,0
search_022340,user_09794,true crime,2025-02-08,3,Smart TV,16.0,False,False,Canada,0
search_022341,user_02564,classic movies,2024-12-09,32,Mobile,27.4,False,False,USA,1
search_022342,user_06812,cooking shows,2025-11-19,38,Tablet,26.5,False,False,Canada,0
search_022343,user_06902,documentaries,2024-10-27,13,Smart TV,5.9,False,False,USA,1
search_022347,user_07513,korean drama,2024-08-20,8,Laptop,12.0,False,False,USA,0
search_022348,user_08963,horror movies,2024-07-10,20,Mobile,23.2,False,False,USA,0
search_022352,user_07086,netflix originals,2025-09-16,5,Tablet,30.2,False,False,USA,0
search_022353,user_05510,netflix originals,2024-05-03,51,Smart TV,28.6,True,False,USA,1
search_022356,user_09105,stand up comedy,2025-05-09,17,Tablet,22.3,False,True,USA,0
search_022357,user_00547,trending now,2025-02-23,91,Laptop,19.8,False,True,USA,0
search_022360,user_07457,romantic comedies,2024-12-31,44,Mobile,10.7,False,False,USA,0
search_022364,user_09431,cooking shows,2025-07-17,0,Laptop,16.8,False,False,USA,1
search_022365,user_04331,thriller series,2025-03-22,83,Laptop,16.8,False,False,Canada,1
search_022368,user_06564,classic movies,2025-02-18,48,Mobile,5.3,False,False,USA,0
search_022369,user_08730,comedy shows,2024-07-17,46,Laptop,11.2,False,False,Canada,0
search_022370,user_09860,classic movies,2024-04-19,50,Smart TV,33.9,False,False,Canada,0
search_022371,user_09172,korean drama,2024-04-08,11,Mobile,33.5,True,False,Canada,1
search_022372,user_03506,war movies,2024-04-12,55,Mobile,17.8,False,True,USA,1
search_022373,user_00115,christmas movies,2025-08-29,46,Tablet,15.6,False,False,Canada,1
search_022375,user_05885,music documentaries,2024-09-28,82,Smart TV,86.5,False,False,USA,0
search_022376,user_08708,romantic comedies,2025-12-16,79,Tablet,18.7,True,False,USA,1
search_022377,user_03893,netflix originals,2025-05-26,53,Smart TV,6.8,False,True,USA,1
search_022380,user_06802,family movies,2025-12-08,33,Tablet,17.6,False,False,USA,0
search_022381,user_08679,trending now,2025-07-22,4,Tablet,7.3,False,False,USA,1
search_022382,user_09886,horror movies,2024-08-23,24,Laptop,25.0,False,True,Canada,0
search_022383,user_00633,war movies,2024-11-14,63,Tablet,16.9,False,False,Canada,1
search_022384,user_04187,comedy shows,2024-01-02,82,Laptop,8.0,True,False,USA,0
search_022385,user_00067,classic movies,2025-09-25,40,Laptop,11.3,False,False,Canada,1
search_022387,user_04111,netflix originals,2025-10-26,9,Mobile,18.9,False,False,USA,1
search_022388,user_04095,romantic comedies,2025-09-28,75,Smart TV,23.5,False,False,USA,1
search_022389,user_01858,new releases,2025-12-01,88,Tablet,2.3,False,False,USA,0
search_022390,user_02807,netflix originals,2024-05-04,61,Mobile,4.2,False,True,USA,0
search_022391,user_06374,netflix originals,2025-01-08,63,Smart TV,4.3,False,True,Canada,1
search_022396,user_04858,netflix originals,2024-07-21,94,Smart TV,21.8,False,False,USA,1
search_022397,user_02675,halloween movies,2025-09-09,83,Laptop,28.8,True,False,USA,1
search_022400,user_04995,movies like stranger things,2025-07-16,89,Tablet,17.2,False,False,USA,1
search_022401,user_03288,travel documentaries,2025-09-22,94,Tablet,25.5,False,False,USA,1
search_022402,user_08339,true crime,2024-06-22,93,Mobile,2.7,False,True,Canada,0
search_022406,user_02791,halloween movies,2025-03-10,4,Laptop,27.9,False,False,USA,1
search_022407,user_04041,documentaries,2025-10-07,74,Smart TV,34.4,True,True,USA,1
search_022408,user_06349,korean drama,2025-04-19,1,Laptop,22.6,False,False,Canada,0
search_022409,user_02428,war movies,2025-07-30,90,Mobile,9.8,False,False,USA,0
search_022410,user_09167,new releases,2024-09-10,30,Mobile,16.8,False,False,Canada,0
search_022411,user_01644,horror movies,2024-03-04,78,Laptop,11.7,False,False,USA,1
search_022412,user_06454,trending now,2025-11-14,9,Laptop,23.2,False,False,USA,1
search_022414,user_05633,movies like stranger things,2025-05-03,27,Tablet,17.6,False,False,USA,1
search_022416,user_01760,war movies,2024-10-02,39,Laptop,15.0,False,False,USA,0
search_022417,user_01079,animated shows,2024-11-30,98,Laptop,27.9,False,False,USA,1
search_022418,user_04219,trending now,2025-02-11,0,Mobile,6.6,False,False,USA,0
search_022419,user_05580,sci-fi,2025-04-08,35,Laptop,37.9,False,False,USA,1
search_022420,user_06045,superhero movies,2024-03-12,72,Laptop,16.1,True,False,USA,1
search_022422,user_06489,netflix originals,2025-07-24,32,Laptop,12.1,False,False,USA,0
search_022423,user_04854,new releases,2025-08-28,73,Laptop,10.6,False,False,Canada,1
search_022424,user_02208,comedy shows,2025-04-03,74,Smart TV,44.0,False,False,USA,0
search_022425,user_02661,sci-fi,2025-03-31,7,Tablet,22.8,True,False,USA,1
search_022426,user_03953,action movies,2025-01-11,8,Mobile,7.1,False,True,USA,0
search_022428,user_02568,comedy shows,2024-09-16,100,Mobile,12.3,True,False,USA,1
search_022429,user_01200,music documentaries,2025-03-14,18,Mobile,17.8,False,False,USA,0
search_022430,user_01284,short episodes under 30 minutes,2025-03-02,100,Laptop,22.4,False,False,Canada,0
search_022431,user_00027,superhero movies,2025-10-03,58,Laptop,24.7,False,True,USA,0
search_022432,user_08390,christmas movies,2024-10-24,14,Laptop,22.2,False,False,Canada,1
search_022433,user_07490,stand up comedy,2024-05-01,8,Laptop,13.2,True,False,Canada,0
search_022434,user_09724,documentaries,2025-03-19,7,Laptop,35.7,False,False,USA,0
search_022436,user_08817,true crime,2024-04-12,67,Tablet,11.1,True,True,USA,1
search_022438,user_02985,romantic comedies,2025-05-21,43,Smart TV,33.0,False,True,USA,0
search_022441,user_05849,family movies,2025-09-18,11,Laptop,19.8,False,False,USA,0
search_022442,user_04521,animated shows,2024-09-03,31,Laptop,13.5,False,False,USA,1
search_022443,user_06753,comedy shows,2025-06-30,1,Mobile,49.9,False,False,USA,0
search_022444,user_05983,christmas movies,2025-05-22,71,Mobile,74.2,False,False,USA,0
search_022445,user_02326,romantic comedies,2025-11-04,76,Smart TV,23.5,False,False,USA,0
search_022446,user_08819,true crime,2025-05-30,51,Tablet,12.6,False,False,USA,1
search_022447,user_02426,series with only one season,2025-11-23,78,Laptop,14.5,False,False,Canada,0
search_022450,user_04088,travel documentaries,2025-08-26,22,Tablet,8.2,True,True,USA,1
search_022451,user_06855,trending now,2025-01-01,39,Smart TV,9.5,True,False,Canada,1
search_022452,user_01537,animated shows,2024-01-21,65,Mobile,18.1,False,False,Canada,1
search_022455,user_08675,action movies,2024-10-05,89,Laptop,23.1,False,False,USA,1
search_022456,user_08188,action movies,2024-06-11,34,Laptop,30.5,False,False,USA,1
search_022457,user_00086,music documentaries,2025-09-22,29,Tablet,7.6,False,False,Canada,0
search_022458,user_01534,cooking shows,2024-03-15,72,Smart TV,11.9,False,False,Canada,1
search_022460,user_08817,halloween movies,2024-11-23,79,Tablet,5.8,False,False,USA,0
search_022461,user_03307,netflix originals,2024-06-05,27,Laptop,20.7,False,False,USA,1
search_022463,user_02423,horror movies,2025-06-02,27,Smart TV,0.8,True,False,Canada,1
search_022465,user_03230,biographies,2024-07-12,63,Smart TV,57.0,False,False,USA,0
search_022466,user_04071,animated shows,2025-07-20,77,Tablet,9.5,False,False,USA,0
search_022468,user_01666,halloween movies,2025-09-24,60,Smart TV,3.8,False,False,Canada,1
search_022471,user_08019,travel documentaries,2025-12-03,73,Tablet,8.6,False,True,USA,1
search_022474,user_08383,cooking shows,2025-05-22,51,Tablet,12.3,False,False,Canada,0
search_022476,user_00441,romantic comedies,2024-03-28,78,Mobile,18.4,False,False,USA,0
search_022478,user_04304,stand up comedy,2025-12-03,0,Laptop,24.2,False,False,Canada,0
search_022479,user_09232,comedy shows,2025-05-01,75,Laptop,23.5,True,True,USA,1
search_022480,user_02257,war movies,2025-03-23,92,Smart TV,42.2,False,False,USA,0
search_022481,user_09425,documentaries,2024-02-10,65,Tablet,2.0,False,False,Canada,0
search_022482,user_04819,war movies,2024-05-29,21,Tablet,11.6,False,False,USA,1
search_022484,user_06487,sci-fi,2025-03-17,51,Smart TV,15.2,False,False,USA,1
search_022486,user_01555,drama series,2025-03-12,90,Mobile,11.0,False,True,USA,0
search_022487,user_07522,travel documentaries,2025-04-22,47,Mobile,19.1,False,False,USA,0
search_022488,user_08120,sci-fi,2024-07-11,27,Mobile,16.3,True,False,Canada,1
search_022489,user_00220,drama series,2025-06-06,29,Tablet,36.8,False,False,USA,1
search_022490,user_09568,movies based on true stories,2024-01-11,71,Tablet,21.1,False,False,USA,0
search_022491,user_06206,romantic comedies,2024-07-07,59,Tablet,24.5,False,False,USA,1
search_022492,user_07733,thriller series,2025-12-29,98,Mobile,5.9,True,True,Canada,0
search_022493,user_06940,sci-fi,2024-10-19,45,Tablet,11.9,True,False,USA,1
search_022494,user_07774,trending now,2025-09-23,15,Laptop,28.0,False,False,USA,0
search_022497,user_07186,superhero movies,2024-10-31,0,Mobile,11.8,False,False,Canada,0
search_022500,user_06518,comedy shows,2025-12-05,10,Smart TV,24.0,False,True,USA,0
search_022501,user_03563,romantic comedies,2025-03-29,71,Tablet,15.2,False,True,USA,1
search_022502,user_06157,korean drama,2025-08-11,3,Tablet,9.2,False,True,USA,0
search_022503,user_06865,korean drama,2025-03-20,4,Mobile,1.6,False,False,Canada,1
search_022504,user_08773,thriller series,2025-08-11,93,Smart TV,29.8,False,False,USA,1
search_022505,user_01709,trending now,2025-06-19,50,Tablet,19.7,False,False,USA,0
search_022507,user_05263,family movies,2024-12-07,86,Laptop,22.5,True,False,USA,0
search_022508,user_06519,shows with strong female leads,2025-08-05,92,Smart TV,66.3,True,False,Canada,0
search_022509,user_00714,drama series,2025-10-06,50,Laptop,18.3,False,False,USA,1
search_022510,user_04457,true crime,2024-03-10,31,Tablet,9.9,False,True,USA,0
search_022511,user_09712,family movies,2024-10-07,89,Laptop,6.7,False,False,USA,0
search_022512,user_01955,documentaries,2025-04-26,74,Tablet,28.3,True,True,USA,1
search_022513,user_07103,horror movies,2025-12-12,77,Tablet,10.7,False,False,USA,0
search_022514,user_03264,superhero movies,2024-12-06,10,Laptop,26.8,False,False,USA,0
search_022516,user_03323,new releases,2024-12-02,24,Tablet,79.3,False,False,Canada,0
search_022517,user_08138,korean drama,2025-02-09,6,Mobile,15.1,False,False,USA,0
search_022518,user_03634,action movies,2025-11-28,81,Mobile,31.9,False,False,Canada,0
search_022520,user_08753,thriller series,2025-09-26,0,Mobile,1.6,False,False,USA,1
search_022525,user_09497,short episodes under 30 minutes,2024-10-04,65,Mobile,22.8,False,True,USA,1
search_022526,user_00534,trending now,2025-03-05,25,Tablet,25.8,False,False,USA,0
search_022527,user_08579,trending now,2024-12-01,77,Laptop,24.5,False,False,USA,0
search_022529,user_04022,thriller series,2024-07-14,29,Mobile,16.5,False,False,USA,0
search_022530,user_05639,comedy shows,2024-02-08,24,Mobile,21.4,True,True,USA,0
search_022531,user_02145,series with only one season,2024-03-03,41,Smart TV,4.6,False,False,USA,0
search_022533,user_08145,war movies,2024-10-04,18,Tablet,13.0,True,False,Canada,0
search_022537,user_06800,halloween movies,2025-01-28,65,Smart TV,20.6,False,False,USA,0
search_022539,user_07060,stand up comedy,2025-09-16,94,Tablet,14.9,False,True,USA,1
search_022541,user_08391,movies like stranger things,2024-02-04,100,Smart TV,17.4,False,False,USA,1
search_022542,user_01541,thriller series,2025-09-08,45,Laptop,35.7,True,False,USA,0
search_022543,user_02476,superhero movies,2024-09-02,22,Tablet,7.8,True,False,USA,0
search_022544,user_04427,music documentaries,2024-04-10,67,Smart TV,33.8,False,True,USA,1
search_022545,user_08620,sci-fi,2024-07-19,86,Laptop,22.7,False,False,USA,0
search_022548,user_04665,action movies,2025-09-01,0,Smart TV,52.0,False,True,USA,0
search_022549,user_05210,romantic comedies,2024-05-17,98,Smart TV,25.6,False,False,Canada,1
search_022553,user_02055,comedy shows,2024-04-12,3,Laptop,5.2,False,False,Canada,0
search_022554,user_04338,netflix originals,2025-05-03,91,Tablet,9.2,False,False,Canada,1
search_022556,user_05439,netflix originals,2025-04-02,91,Tablet,15.0,True,False,USA,1
search_022557,user_09739,action movies,2025-08-22,31,Laptop,13.5,False,False,USA,1
search_022560,user_01809,travel documentaries,2025-08-31,37,Laptop,5.0,False,False,USA,0
search_022563,user_04803,netflix originals,2024-01-28,89,Smart TV,43.0,False,False,Canada,0
search_022567,user_04118,drama series,2025-10-02,68,Laptop,37.2,False,False,USA,0
search_022568,user_08029,new releases,2024-04-12,87,Smart TV,4.8,False,False,USA,1
search_022571,user_06242,biographies,2025-09-09,10,Tablet,41.2,False,False,USA,1
search_022572,user_09151,christmas movies,2024-04-12,48,Laptop,33.5,False,False,Canada,0
search_022573,user_07714,movies like stranger things,2025-02-11,83,Mobile,25.5,False,True,USA,0
search_022575,user_03526,movies based on true stories,2024-11-03,60,Tablet,56.2,True,True,USA,0
search_022577,user_05580,travel documentaries,2025-01-22,70,Mobile,11.9,True,False,Canada,1
search_022578,user_09060,award winning documentaries,2025-01-01,36,Smart TV,19.6,False,False,USA,0
search_022580,user_02935,korean drama,2025-05-12,90,Laptop,6.5,True,True,USA,0
search_022581,user_03413,new releases,2025-06-24,88,Laptop,32.9,False,False,USA,1
search_022582,user_04478,biographies,2025-11-19,35,Smart TV,31.8,False,False,USA,0
search_022583,user_08630,classic movies,2025-05-01,76,Laptop,16.5,False,True,Canada,1
search_022585,user_09288,classic movies,2025-07-31,75,Smart TV,13.6,False,False,USA,1
search_022586,user_06039,biographies,2024-07-27,54,Mobile,17.3,False,False,USA,0
search_022588,user_05364,series with only one season,2025-01-24,6,Mobile,34.3,False,True,USA,0
search_022591,user_09024,romantic comedies,2024-05-08,61,Tablet,66.5,False,True,USA,1
search_022592,user_09909,horror movies,2024-10-08,61,Tablet,8.0,False,False,Canada,1
search_022593,user_02141,new releases,2025-03-22,1,Smart TV,36.8,False,True,USA,1
search_022594,user_09135,action movies,2025-06-09,13,Smart TV,10.1,True,False,USA,1
search_022595,user_00105,documentaries,2024-09-10,35,Laptop,28.3,True,False,USA,1
search_022596,user_03345,travel documentaries,2025-02-21,53,Laptop,6.5,False,False,USA,1
search_022597,user_06720,sci-fi,2025-02-06,39,Smart TV,10.8,False,True,Canada,0
search_022598,user_01140,thriller series,2025-01-11,50,Tablet,19.6,False,True,USA,1
search_022599,user_00217,war movies,2025-02-15,54,Tablet,9.0,False,False,USA,1
search_022605,user_02993,stand up comedy,2025-12-17,58,Smart TV,26.4,False,False,USA,1
search_022606,user_05422,best movies 2024,2024-07-18,64,Laptop,1.5,False,False,USA,0
search_022607,user_08692,christmas movies,2025-02-16,74,Smart TV,62.8,False,True,USA,1
search_022608,user_07303,war movies,2024-04-16,66,Laptop,14.4,True,False,USA,0
search_022609,user_01940,animated shows,2025-04-02,41,Laptop,27.1,False,True,USA,0
search_022610,user_07913,christmas movies,2025-04-24,48,Mobile,13.7,False,False,USA,1
search_022612,user_00699,action movies,2024-11-29,51,Tablet,22.3,False,False,Canada,0
search_022613,user_08993,war movies,2025-02-22,88,Smart TV,17.2,False,False,USA,0
search_022614,user_03266,trending now,2025-12-29,76,Smart TV,10.8,False,False,USA,1
search_022616,user_02727,horror movies,2024-08-26,25,Smart TV,4.8,False,False,Canada,1
search_022617,user_05341,war movies,2025-10-20,23,Tablet,36.8,False,False,USA,0
search_022618,user_07429,halloween movies,2024-08-09,12,Laptop,26.9,False,True,Canada,1
search_022621,user_05680,thriller series,2024-08-01,81,Tablet,4.9,False,True,USA,0
search_022623,user_08857,comedy shows,2024-04-20,44,Laptop,7.3,True,False,Canada,0
search_022624,user_05397,drama series,2025-02-25,12,Mobile,30.4,True,False,Canada,0
search_022626,user_08063,drama series,2024-08-08,89,Smart TV,34.1,False,False,USA,1
search_022627,user_08567,war movies,2025-02-25,37,Mobile,9.8,False,True,Canada,0
search_022630,user_05995,biographies,2024-10-17,64,Smart TV,16.8,False,False,USA,0
search_022631,user_00713,music documentaries,2025-04-04,37,Smart TV,51.5,False,True,Canada,0
search_022634,user_07631,music documentaries,2024-05-27,49,Tablet,22.9,False,True,USA,0
search_022635,user_03323,classic movies,2025-02-23,31,Smart TV,10.1,False,False,USA,0
search_022638,user_05732,superhero movies,2024-09-04,8,Smart TV,32.6,False,False,USA,0
search_022640,user_08782,travel documentaries,2024-01-05,26,Tablet,23.0,True,False,USA,0
search_022641,user_05180,netflix originals,2024-09-07,45,Mobile,3.8,False,False,USA,0
search_022642,user_03516,comedy shows,2025-05-20,99,Laptop,11.4,True,False,USA,0
search_022645,user_05014,thriller series,2025-10-08,55,Tablet,13.7,False,False,USA,1
search_022646,user_02108,animated shows,2025-02-09,2,Smart TV,19.6,False,False,USA,0
search_022647,user_09818,netflix originals,2025-04-02,84,Mobile,7.7,False,False,Canada,1
search_022648,user_04051,classic movies,2024-08-25,51,Laptop,18.8,False,False,Canada,1
search_022649,user_04071,family movies,2025-01-03,87,Laptop,22.9,False,True,Canada,0
search_022650,user_04551,christmas movies,2024-12-11,78,Tablet,25.4,False,False,USA,0
search_022652,user_01610,stand up comedy,2024-11-18,92,Mobile,18.7,False,False,Canada,1
search_022653,user_01571,thriller series,2025-03-28,46,Mobile,8.0,True,False,USA,0
search_022654,user_01403,horror movies,2024-02-01,9,Tablet,26.4,False,False,USA,1
search_022655,user_05481,sci-fi,2024-02-14,61,Tablet,4.9,False,False,USA,1
search_022657,user_04316,netflix originals,2025-09-10,2,Laptop,16.8,False,False,USA,0
search_022658,user_09324,comedy shows,2024-02-15,38,Mobile,48.1,True,False,USA,0
search_022659,user_09110,sci-fi,2024-11-06,18,Mobile,35.7,False,False,USA,1
search_022663,user_03778,halloween movies,2024-07-01,82,Tablet,16.8,False,False,USA,0
search_022664,user_01803,biographies,2024-07-20,54,Tablet,13.4,False,True,Canada,0
search_022665,user_01302,award winning documentaries,2025-02-22,78,Tablet,9.6,True,False,USA,0
search_022666,user_07661,halloween movies,2025-06-13,73,Mobile,28.9,False,True,Canada,0
search_022667,user_01267,cooking shows,2025-05-06,93,Smart TV,12.3,False,False,USA,0
search_022668,user_09693,drama series,2024-04-14,71,Laptop,2.5,True,True,USA,1
search_022672,user_08726,award winning documentaries,2024-07-04,44,Mobile,63.9,False,True,USA,0
search_022674,user_06171,christmas movies,2024-08-25,20,Mobile,32.5,False,False,Canada,1
search_022675,user_07530,korean drama,2025-12-31,67,Laptop,41.4,False,True,Canada,1
search_022676,user_01435,halloween movies,2025-05-29,0,Smart TV,16.3,False,False,Canada,1
search_022677,user_06716,christmas movies,2024-02-16,76,Mobile,19.5,True,True,USA,0
search_022678,user_08112,movies like stranger things,2024-01-23,61,Smart TV,17.3,False,False,Canada,0
search_022679,user_09169,new releases,2025-09-14,70,Laptop,23.7,False,False,USA,0
search_022681,user_01634,romantic comedies,2024-08-15,64,Mobile,12.6,True,True,USA,0
search_022682,user_00213,shows with strong female leads,2025-02-09,80,Smart TV,4.6,False,False,Canada,0
search_022683,user_01703,korean drama,2025-02-25,14,Mobile,5.3,False,False,USA,1
search_022685,user_09965,stand up comedy,2025-02-09,31,Mobile,68.1,False,True,USA,1
search_022687,user_03837,action movies,2025-06-22,72,Tablet,16.8,False,False,USA,1
search_022689,user_05240,superhero movies,2025-06-14,22,Mobile,21.7,False,False,USA,0
search_022691,user_06979,horror movies,2025-10-27,16,Laptop,32.5,True,True,USA,0
search_022692,user_04858,travel documentaries,2025-08-29,60,Tablet,40.2,False,False,USA,0
search_022693,user_07314,trending now,2024-03-14,44,Tablet,51.7,False,False,USA,0
search_022696,user_07121,short episodes under 30 minutes,2024-12-31,54,Mobile,1.5,False,False,Canada,0
search_022697,user_04609,travel documentaries,2025-10-14,8,Tablet,11.8,False,False,USA,0
search_022698,user_07405,classic movies,2025-07-01,49,Smart TV,11.8,False,True,USA,1
search_022699,user_09195,music documentaries,2025-10-17,28,Smart TV,14.6,False,False,Canada,0
search_022701,user_09654,cooking shows,2025-10-14,24,Mobile,27.3,True,False,USA,0
search_022702,user_01464,superhero movies,2024-08-07,24,Smart TV,4.7,True,True,USA,1
search_022703,user_02765,action movies,2025-07-28,0,Tablet,6.1,False,True,USA,0
search_022704,user_09691,drama series,2024-10-29,78,Mobile,16.4,False,False,USA,0
search_022705,user_00358,trending now,2025-09-20,34,Tablet,24.5,False,False,USA,1
search_022706,user_00604,family movies,2025-02-10,98,Laptop,1.5,False,True,USA,0
search_022707,user_02264,music documentaries,2025-12-21,52,Smart TV,32.8,False,True,USA,0
search_022708,user_01155,netflix originals,2025-12-05,45,Tablet,31.6,False,False,Canada,0
search_022709,user_05451,sci-fi,2024-08-08,11,Smart TV,57.7,True,False,USA,1
search_022713,user_08213,documentaries,2025-01-18,19,Smart TV,19.8,False,False,USA,0
search_022714,user_05536,new releases,2025-03-29,51,Mobile,12.8,False,True,USA,1
search_022716,user_08809,christmas movies,2024-07-12,27,Laptop,20.8,False,True,Canada,1
search_022717,user_08966,comedy shows,2025-02-02,77,Mobile,22.8,False,False,USA,0
search_022718,user_00076,comedy shows,2024-10-31,80,Mobile,24.7,False,True,USA,1
search_022720,user_04336,music documentaries,2025-10-26,32,Mobile,15.3,False,False,Canada,0
search_022723,user_05148,christmas movies,2024-08-16,86,Tablet,14.6,False,False,Canada,0
